country_code,code,label_fr
BE,Nace2003-2875301,"la fabrication de coffres-forts, de compartiments pour chambres fortes, de portes blindées, etc."
BE,Nace2003-28754,Fabrication de petits articles métalliques
BE,Nace2003-2875401,"la fabrication de petits articles divers en métaux communs: aiguilles, épingles, fermoirs, boucles, crochets, rivets creux, etc."
BE,Nace2003-2875402,"la fabrication de petits articles métalliques pour le bureau: agrafes, trombones, etc."
BE,Nace2003-28755,"Fabrication d'autres articles métalliques, n.d.a."
BE,Nace2003-2875501,"la fabrication de sabres, d'épées, de baïonnettes, etc."
BE,Nace2003-2875502,la fabrication de coiffures de sécurité en métaux
BE,Nace2003-2875503,la fabrication de panneaux indicateurs et de panneaux de signalisation
BE,Nace2003-2875504,"la fabrication d'éléments de couverture en métal:gouttières, faîtages, etc."
BE,Nace2003-2875505,la fabrication d'échelles et escabeaux métalliques
BE,Nace2003-2875506,la fabrication de boîtes aux lettres
BE,Nace2003-2875507,la fabrication d'ancres et d'hélices de bateaux
BE,Nace2003-2875508,la fabrication à l'échelle industrielle de fers à cheval
BE,Nace2003-29,Fabrication de machines et équipements
BE,Nace2003-291,"Fabrication d'équipements mécaniques, à l'exclusion des moteurs pour avions, véhicules et motocycles"
BE,Nace2003-2911,"Fabrication de moteurs et turbines, à l'exclusion des moteurs pour avions et véhicules à moteur"
BE,Nace2003-29110,"Fabrication de moteurs et turbines, à l'exclusion des moteurs pour avions et véhicules à moteur"
BE,Nace2003-2911001,"la fabrication de moteurs à combustion interne et de leurs parties pour usages divers: pour véhicules ferroviaires, pour machines agricoles ou engins de génie civil, pour navires et bateaux (y compris"
BE,Nace2003-2911002,la fabrication de soupapes d'admission et d'échappement pour moteurs à combustion interne
BE,Nace2003-2911003,"la fabrication de turbines et de leurs parties: turbines produisant de la vapeur d'eau ou d'autres types de vapeur, turbines à gaz, turbines hydrauliques, roues hydrauliques et leurs régulateurs"
BE,Nace2003-2912,Fabrication de pompes et compresseurs
BE,Nace2003-29120,Fabrication de pompes et compresseurs
BE,Nace2003-2912001,la fabrication de pompes à air ou à vide et de compresseurs d'air ou d'autres gaz
BE,Nace2003-2912002,"la fabrication de pompes pour liquides, même comportant un dispositif mesureur"
BE,Nace2003-2912003,la fabrication de pompes à béton
BE,Nace2003-2912004,"la fabrication de moteurs hydrauliques, pneumatiques et éoliens"
BE,Nace2003-2913,Fabrication d'articles de robinetterie
BE,Nace2003-29130,Fabrication d'articles de robinetterie
BE,Nace2003-2913001,"la fabrication de robinetterie et de vannes industrielles, y compris les vannes de régulation et la robinetterie d'adduction"
BE,Nace2003-2913002,la fabrication de robinetterie sanitaire
BE,Nace2003-2913003,la fabrication de robinetterie pour le chauffage
BE,Nace2003-2914,Fabrication d'engrenages et d'organes mécaniques de transmission
BE,Nace2003-29141,"Fabrication de roulements à billes, de paliers à roulements et similaires"
BE,Nace2003-2914101,"la fabrication de roulements à billes, à galets, à rouleaux ou à aiguilles et de leurs parties"
BE,Nace2003-29142,Fabrication d'organes mécaniques de transmission de l'énergie
BE,Nace2003-2914201,"la fabrication d'organes mécaniques de transmission de l'énergie: arbres de transmission, arbres à cames, vilebrequins, etc., manivelles, paliers et coussinets"
BE,Nace2003-2914202,"la fabrication d'engrenages et de roues de friction ainsi que de réducteurs, de multiplicateurs et de variateurs de vitesse"
BE,Nace2003-2914203,la fabrication d'embrayages et d'organes d'accouplement
BE,Nace2003-2914204,la fabrication de volants et de poulies
BE,Nace2003-2914205,la fabrication de chaînes à maillons articulés
BE,Nace2003-2914206,la fabrication d'organes hydrauliques de transmission
BE,Nace2003-292,Fabrication d'autres machines d'usage général
BE,Nace2003-2921,"Fabrication de fours et brûleurs industriels, y compris les fours et les brûleurs électriques"
BE,Nace2003-29210,"Fabrication de fours et brûleurs industriels, y compris les fours et les brûleurs électriques"
BE,Nace2003-2921001,"la fabrication et le montage de fours électriques et autres fours industriels, de fours de laboratoires et d'incinérateurs"
BE,Nace2003-2921002,"la fabrication de brûleurs, y compris les brûleurs pour chaudières de chauffage central"
BE,Nace2003-2921003,"la fabrication de foyers automatiques, d'avant-foyers, de grilles mécaniques,de dispositifs pour l'évacuation des cendres, etc."
BE,Nace2003-2922,Fabrication de matériel de levage et de manutention
BE,Nace2003-29220,Fabrication de matériel de levage et de manutention
BE,Nace2003-2922001,"la fabrication de palans, treuils et cabestans, crics et vérins"
BE,Nace2003-2922002,"la fabrication de bigues, grues, portiques et grues mobiles, chariots-cavaliers, etc."
BE,Nace2003-2922003,"la fabrication de chariots, même automobiles, munis ou non d'un dispositif de levage ou de manutention, des types utilisés dans les usines"
BE,Nace2003-2922004,"la fabrication de manipulateurs mécaniques et robots industriels spécialement conçus pour des opérations de levage, de manutention, de chargement ou de déchargement"
BE,Nace2003-2922005,"la fabrication d'appareils transporteurs ou convoyeurs, de téléphériques, d'élévateurs à liquides, etc."
BE,Nace2003-2922006,"la fabrication, l'entretien et la réparation d'ascenseurs, d'escaliers mécaniques et de trottoirs roulants"
BE,Nace2003-2923,Fabrication d'équipements aérauliques et frigorifiques industriels
BE,Nace2003-29230,Fabrication d'équipements aérauliques et frigorifiques industriels
BE,Nace2003-2923001,la fabrication et l'installation d'équipements industriels pour la production du froid
BE,Nace2003-2923002,la fabrication de comptoirs frigo
BE,Nace2003-2923003,la fabrication de machines et appareils pour le conditionnement de l'air
BE,Nace2003-2923004,la fabrication d'échangeurs de chaleur
BE,Nace2003-2923005,la fabrication de ventilateurs à usage non domestique
BE,Nace2003-2924,Fabrication d'autres machines d'usage général
BE,Nace2003-29241,Fabrication d'équipements d'emballage
BE,Nace2003-2924101,"la fabrication de machines et appareils à empaqueter ou emballer: machines et appareils à remplir, fermer, sceller, capsuler, étiqueter, etc."
BE,Nace2003-2924102,la fabrication de machines et appareils servant à nettoyer ou à sécher les bouteilles ainsi que de machines et appareils à gazéifier les boissons
BE,Nace2003-2924103,la fabrication de chaînes de conditionnement munies de dispositis de pesée ou de dosage
BE,Nace2003-29242,Fabrication d'appareils de pesage
BE,Nace2003-2924201,"la fabrication d'appareils et d'instruments de pesage: balances de ménage et de magasin, bascules, bascules à pesage continu, points bascules, poids pour balances, etc."
BE,Nace2003-29243,"Fabrication d'appareils de projection, y compris les extincteurs"
BE,Nace2003-2924301,"la fabrication d'appareils à projeter, disperser ou pulvériser des matières liquides ou en poudre: fabrication de pistolets aérographes, d'appareils à jet de vapeur, etc."
BE,Nace2003-2924302,la fabrication d'extincteurs
BE,Nace2003-29244,Fabrication de machines automatiques de vente de produits
BE,Nace2003-2924401,la fabrication de machines automatiques de vente de produits
BE,Nace2003-29245,Fabrication d'appareils de filtrage
BE,Nace2003-2924501,"la fabrication d'appareils pour la filtration ou l'épuration des liquides, de l'air ou d'autres gaz"
BE,Nace2003-2924502,la fabrication de filtres à air ou à carburant pour moteurs
BE,Nace2003-29246,"Fabrication de nettoyeurs à haute pression, matériel industriel de nettoyage au sable et similaires"
BE,Nace2003-2924601,"la fabrication de nettoyeurs à haute pression, matériel industriel de nettoyage au sable et similaires"
BE,Nace2003-29247,Fabrication d'autres machines à usage général n.d.a.
BE,Nace2003-2924701,"la fabrication d'appareils de distillation ou de rectification pour les raffineries de pétrole, les industries chimiques ou pour les industries des boissons"
BE,Nace2003-2924702,la fabrication d'appareils et d'installations pour la liquéfaction d'air ou d'autres gaz
BE,Nace2003-2924703,la fabrication de générateurs de gaz
BE,Nace2003-2924704,la fabrication de centrifugeuses
BE,Nace2003-2924705,la fabrication de joints d'étanchéité et de joints similaires composés de matériaux différents ou de plusieurs couches d'un même matériau
BE,Nace2003-2924706,la fabrication de calandres et de laminoirs ainsi que de cylindres pour ces machines
BE,Nace2003-293,Fabrication de machines agricoles et forestières
BE,Nace2003-2931,Fabrication de tracteurs agricoles
BE,Nace2003-29310,Fabrication de tracteurs agricoles
BE,Nace2003-2931001,la fabrication de tracteurs agricoles et forestiers
BE,Nace2003-2931002,la fabrication de motoculteurs
BE,Nace2003-2932,Fabrication d'autres machines agricoles et forestières
BE,Nace2003-29321,Fabrication de machines agricoles et forestières
BE,Nace2003-2932101,"la fabrication de faucheuses, y compris les tondeuses à gazon"
BE,Nace2003-2932102,"la fabrication de remorques ou de semi-remorques autochargeuses ou autodéchargeuses, pour usages agricoles"
BE,Nace2003-2932103,"la fabrication de machines, appareils et engins agricoles pour la préparation du sol, la plantation des cultures ou l'épandage des engrais: charrues, épandeurs de fumier, semoirs, herses, etc."
BE,Nace2003-2932104,"la fabrication de machines, appareils et engins pour la récolte de produits agricoles et horticoles: moissonneuses, arracheuses, batteuses, machines pour le triage, etc."
BE,Nace2003-2932105,la fabrication de machines et appareils de pulvérisation pour l'agriculture
BE,Nace2003-2932106,la fabrication de machines à traire
BE,Nace2003-2932107,"la fabrication d'autres machines et appareils pour l'agriculture: pour l'aviculture,l'apiculture,la préparation des aliments ou provendes pour animaux,etc.; machines pour nettoyage,triage,calibrage de"
BE,Nace2003-29322,Réparation de matériel agricole
BE,Nace2003-2932201,"l'entretien et la réparation de tracteurs agricoles, de motoculteurs et de tondeuses à gazon"
BE,Nace2003-2932202,l'entretien et la réparation d'autres machines agricoles et forestières
BE,Nace2003-294,Fabrication de machines-outils
BE,Nace2003-2940,Fabrication de machines-outils
BE,Nace2003-29401,Fabrication de machines-outils à métaux
BE,Nace2003-2940101,"la fabrication de machines-outils travaillant par enlèvement de métal: tours, perceuses, aléseuses, fraiseuses, etc."
BE,Nace2003-2940102,"la fabrication de machines-outils travaillant sans enlèvement de métal: presses à forger ou à estamper, bancs à étirer, cisailles, etc."
BE,Nace2003-2940103,"la fabrication de machines-outils opérant sur métal et autres matières par des procédé spéciaux: laser, électroérosion, ultra-sons, etc."
BE,Nace2003-2940104,"la fabrication de porte-pièces, de porte-outils et de dispositifs spéciaux se montant sur machines-outils"
BE,Nace2003-29402,Fabrication de matériel de soudage
BE,Nace2003-2940201,"la fabrication de matériel à main et de machines et appareils pour le soudage, le brasage, le coupage thermique,etc."
BE,Nace2003-2940202,la fabrication d'appareils de soudure automatisés
BE,Nace2003-29403,Fabrication de machines-outils pour le travail du bois
BE,Nace2003-2940301,"la fabrication de machines-outils à débiter, travailler ou profiler le bois"
BE,Nace2003-2940302,la fabrication de presses à fabriquer les panneaux de bois ou de particules
BE,Nace2003-2940303,"la fabrication de machines à clouer, à agrafer, à coller, etc."
BE,Nace2003-29404,Fabrication de machines-outils à moteur incorporé ou d'outils pneumatiques
BE,Nace2003-2940401,"la fabrication de matériel à main et et de machines-outils à moteur incorporé: foreuses, perceuses, ponceuses, taillehaies, tronçonneuses à chaîne, etc."
BE,Nace2003-2940402,la fabrication d'outils pneumatiques
BE,Nace2003-29405,Fabrication d'autres machines-outils
BE,Nace2003-2940501,"la fabrication de machines à scier, cliver, polir ou meuler les pierres, le verre, la céramique et autres matières analogues"
BE,Nace2003-2941,Fabrication de machines-outils à moteur incorporé ou pneumatiques
BE,Nace2003-29410,Fabrication de machines-outils à moteur incorporé ou pneumatiques
BE,Nace2003-2942,Fabrication de machines-outils pour le travail des métaux
BE,Nace2003-29420,Fabrication de machines-outils pour le travail des métaux
BE,Nace2003-2943,Fabrication d'autres machines-outils n.d.a.
BE,Nace2003-29430,Fabrication d'autres machines-outils n.d.a.
BE,Nace2003-29431,Fabrication de matériel de soudage
BE,Nace2003-29432,Fabrication de machines-outils pour le travail du bois
BE,Nace2003-29433,Fabrication d'autres machines-outils n.d.a.
BE,Nace2003-295,Fabrication d'autres machines d'usage spécifique
BE,Nace2003-2951,Fabrication de machines pour la métallurgie
BE,Nace2003-29510,Fabrication de machines pour la métallurgie
BE,Nace2003-2951001,"la fabrication de machines et appareils pour la manutention des métaux à haute température: convertisseurs, lingotières, poches de coulée, machines à couler (mouler)"
BE,Nace2003-2951002,la fabrication de laminoirs et de leurs cylindres
BE,Nace2003-2952,Fabrication de machines pour l'extraction ou la construction
BE,Nace2003-29520,Fabrication de machines pour l'extraction ou la construction
BE,Nace2003-2952001,"la fabrication d'appareils élévateurs, transporteurs ou convoyeurs à action continue pour fonds de mines ou autres travaux souterrains"
BE,Nace2003-2952002,"la fabrication de machines de sondage, de haveuses, d'abatteuses, de machines de forage et de machines à creuser les tunnels ou les galeries"
BE,Nace2003-2952003,"la fabrication de machines et appareils à traiter les minéraux par criblage, triage, séparation, etc."
BE,Nace2003-2952004,la fabrication de dragues
BE,Nace2003-2952005,la fabrication de machines à concasser ou à broyer le béton
BE,Nace2003-2952006,la fabrication de bétonnières et appareils à gâcher le ciment
BE,Nace2003-2952007,"la fabrication de machines et appareils de terrassement: bouteurs (bulldozers), bouteurs biais (angledozers), niveleuses,décapeuses (scrapers), pelles mécaniques, chargeuses, chargeuses-pelleteuses, e"
BE,Nace2003-2952008,la fabrication de rouleaux-compresseurs
BE,Nace2003-2952009,la fabrication de sonnettes de battage et de machines pour l'arrachage des pieux
BE,Nace2003-2952010,la fabrication d'épandeurs de béton et de bitume
BE,Nace2003-2952011,la fabrication de machines et d'appareils mécaniques pour le surfaçage du béton
BE,Nace2003-2952012,la fabrication de lames de bouteurs (bulldozers) et de bouteurs biais (angledozers)
BE,Nace2003-2953,Fabrication de machines pour l'industrie agro-alimentaire
BE,Nace2003-29530,Fabrication de machines pour l'industrie agro-alimentaire
BE,Nace2003-2953001,la fabrication de séchoirs pour produits agricoles
BE,Nace2003-2953002,la fabrication de machines et appareils de laiterie: écrémeuses; machines et appareils pour le traitement du lait; machines et appareils pour la transformation du lait; machines et appareils de fromag
BE,Nace2003-2953003,"la fabrication de machines et appareils pour la minoterie: tarares, toiles trieuses, nettoyeurs à cyclones, séparateurs pneumatiques, machines à brosser les grains et autres mach. simil.,moulins à meu"
BE,Nace2003-2953004,"la fabrication de presses, pressoirs et fouloirs, utilisés pour la fabrication du vin, du cidre, des jus de fruits,etc."
BE,Nace2003-2953005,"la fabrication de machines et appareils pour la boulangerie, pâtisserie,biscuiterie ou la fabrication des pâtes aliment.: fours de boulangerie non électriques, malaxeurs, machines à trancher, à divise"
BE,Nace2003-2953006,"la fabrication de machines et appareils pour la transformation de divers produits alimentaires: pour la confiserie, la fabrication du cacao, du chocolat, pour la sucrerie,la brasserie,la préparation d"
BE,Nace2003-2953007,la fabrication de machines et appareils pour l'extraction ou la préparation des huiles ou graisses animales ou végétales
BE,Nace2003-2953008,"la fabrication de machines et appareils pour la préparation du tabac et la fabrication de cigares, de cigarettes ou de tabac à pipe, à chiquer ou à priser"
BE,Nace2003-2953009,"la fabrication de machines et appareils pour la préparation des aliments dans les hôtels, les restaurants, etc."
BE,Nace2003-2954,"Fabrication de machines pour les industries du textile, de l'habillement et du cuir"
BE,Nace2003-29540,"Fabrication de machines pour les industries du textile, de l'habillement et du cuir"
BE,Nace2003-2954001,"la fabrication de machines pour la préparation, la fabrication, le filage (extrusion), l'étirage, la texturation ou le tranchage des fibres, matières ou fils textiles,synthétiques ou artificiels"
BE,Nace2003-2954002,"fabrication de machines pour la préparation des fibres textiles: égreneuses de coton,machines brise-balles,effilocheuses, batteurs-étaleurs à coton, machines à désuinter ou à carboniser la laine,peign"
BE,Nace2003-2954003,la fabrication de métiers à filer
BE,Nace2003-2954004,"la fabrication de machines pour la préparation des fils textiles: bobinoirs, ourdissoirs et machines similaires"
BE,Nace2003-2954005,"la fabrication de machines à tisser, y compris les métiers à main"
BE,Nace2003-2954006,la fabrication de machines et métiers à bonneterie
BE,Nace2003-2954007,"la fabrication de machines et métiers à filet, à tulle, à dentelle, à passementerie, etc."
BE,Nace2003-2954008,"#a fabrication de machines et appareils auxiliaires pour les machines de l'industrie textile: ratières, mécaniques Jacquard, casse-chaînes et casse-trames, mécanismes de changement de navettes, broche"
BE,Nace2003-2954009,"la fabrication de machines et appareils pour le traitement des tissus: lavage,blanchîment,teinture,apprêt,finissage,enduction ou imprégnation des tissus en matière textile; machines à enrouler,déroule"
BE,Nace2003-2954010,"la fabrication de machines et appareils de blanchisserie: machines à repasser, y compris les presses à fixer; machines à laver et à sécher le linge de types utilisés dans les blanchisseries; machines"
BE,Nace2003-2954011,la fabrication de machines à coudre (y compris les machines à coudre à usage domestique) ainsi que de têtes et d'aiguilles pour machines à coudre
BE,Nace2003-2954012,la fabrication de machines et appareils pour la fabrication ou le finissage du feutre ou des non-tissés
BE,Nace2003-2954013,"la fabrication de machines et appareils pour l'industrie du cuir: machines et appareils pour la préparation, le tannage ou le travail des cuirs ou des peaux"
BE,Nace2003-2954014,"machines et appareils pour la fabrication ou la réparation des chaussures et des autres ouvrages en cuir, en peau ou en pelleterie"
BE,Nace2003-2955,Fabrication de machines pour les industries du papier et du carton
BE,Nace2003-29550,Fabrication de machines pour les industries du papier et du carton
BE,Nace2003-2955001,la fabrication de machines et de matériel pour la fabrication des pâtes à papier par des procédés mécaniques ou chimiques
BE,Nace2003-2955002,la fabrication de machines et de matériel pour la fabrication du papier et du carton
BE,Nace2003-2955003,la fabrication de machines et de matériel pour la fabrication d'articles en papier ou en carton
BE,Nace2003-2956,Fabrication d'autres machines d'usage spécifique n.d.a.
BE,Nace2003-29561,Fabrication de machines d'imprimerie
BE,Nace2003-2956101,"la fabrication de machines et de matériel pour l'imprimerie, le brochage et la reliure"
BE,Nace2003-2956102,la fabrication de machines pour la composition du texte ou de l'image
BE,Nace2003-29562,Fabrication de machines pour le travail du caoutchouc et des matières plastiques
BE,Nace2003-2956201,"la fabrication de machines pour le travail du caoutchouc tendre ou des matières plastiques, ou pour la fabrication de produits en ces matières: extrudeuses, machines à mouler, machines à fabriquer ou"
BE,Nace2003-29563,Fabrication de moules et modèles
BE,Nace2003-2956301,"la fabrication de châssis de fonderie pour tous matériaux, de plaques de fond pour moules, de modèles pour mouler, de moules"
BE,Nace2003-29564,Fabrication d'autres machines pour industries spécifiques
BE,Nace2003-2956401,"la fabrication de machines et appareils pour la fabrication de tuiles, de briques, de pâtes céramiques formées, de tuyaux, d'électrodes de graphite, de craie à écrire et à dessiner"
BE,Nace2003-2956402,"la fabrication de machines pour l'assemblage de lampes, tubes ou valves électriques ou électroniques"
BE,Nace2003-2956403,"la fabrication de machines pour la fabrication ou le travail à chaud du verre ou des ouvrages en verre, des fibres et des fils de verre"
BE,Nace2003-2956404,"la fabrication d'appareils à sècher le bois, la pâte à papier, le papier ou le carton."
BE,Nace2003-2956405,la fabrication de machines et appareils pour la séparation isotopique
BE,Nace2003-2956406,la fabrication de machines pour le traitement des déchets
BE,Nace2003-2956407,la fabrication de machines de corderie
BE,Nace2003-2956408,"la fabrication de robots industriels à usage divers, etc."
BE,Nace2003-296,Fabrication d'armes et de munitions
BE,Nace2003-2960,Fabrication d'armes et de munitions
BE,Nace2003-29601,Fabrication d'armes lourdes et d'armes de guerre
BE,Nace2003-2960101,la fabrication de chars et autres véhicules de combat
BE,Nace2003-2960102,la fabrication de matériel d'artillerie et de missiles balistiques
BE,Nace2003-2960103,la fabrication d'armes de guerre légères
BE,Nace2003-2960104,la fabrication de munitions de guerre
BE,Nace2003-2960105,"la fabrication d'engins explosifs tels que bombes, mines et torpilles"
BE,Nace2003-29602,Fabrication d'armes légères et d'armes de sport
BE,Nace2003-2960201,"la fabrication d'armes de chasse, de tir sportif et de défense ainsi que de leurs munitions"
BE,Nace2003-297,Fabrication d'appareils domestiques
BE,Nace2003-2971,Fabrication d'appareils électroménagers
BE,Nace2003-29710,Fabrication d'appareils électroménagers
BE,Nace2003-2971001,"la fabrication de réfrigérateurs et congélateurs-conservateurs, machines à laver la vaisselle, machines à laver et à sécher le linge"
BE,Nace2003-2971002,la fabrication d'aspirateurs de poussières et cireuses à parquets
BE,Nace2003-2971003,"la fabrication de broyeurs pour déchets, broyeurs et mélangeurs pour aliments, presse-fruits et presse-légumes, ouvre-boîtes et appareils à aiguiser les couteaux"
BE,Nace2003-2971004,"la fabrication de rasoirs électriques, brosses à dents électriques, etc."
BE,Nace2003-2971005,la fabrication de hottes aspirantes ou à recyclage
BE,Nace2003-2971006,"la fabrication d'appareils électrothermiques: chauffe-eau, couvertures chauffantes, appareils pour le chauffage des locaux et ventilateurs de type ménager, fers à repasser, à usage domestique"
BE,Nace2003-2971007,"la fabrication de sèche-cheveux, peignes, brosses et appareils à friser"
BE,Nace2003-2971008,"la fabrication de fours, fours à micro-ondes, cuisinières, chauffe-plats, grille-pain, appareils pour la préparation du café et du thé, poêles à frire, rôtissoires, grils, résistances chauffantes, etc"
BE,Nace2003-2972,Fabrication d'appareils ménagers non électriques
BE,Nace2003-29720,Fabrication d'appareils ménagers non électriques
BE,Nace2003-2972001,"la fabrication d'appareils pour le chauffage des locaux, cuisinières, grils, poêles, chauffe-eau à gaz, ustensiles de cuisine et chauffe-plats, non électriques"
BE,Nace2003-2972002,la fabrication de récupérateurs de chaleur solaire non photovoltaïques
BE,Nace2003-30,Fabrication de machines de bureau et de matériel informatique
BE,Nace2003-300,Fabrication de machines de bureau et de matériel informatique
BE,Nace2003-3001,Fabrication de machines de bureau
BE,Nace2003-30010,Fabrication de machines de bureau
BE,Nace2003-3001001,la fabrication de machines à écrire électriques ou manuelles
BE,Nace2003-3001002,"la fabrication de matériel de photocopie, de duplicateurs hectographiques ou à stencils et de machines à imprimer offset alimentées en feuilles (offset de bureau)"
BE,Nace2003-3001003,"la fabrication de machines à calculer, de caisses enregistreuses, de machines à affranchir, de terminaux spécialisés pour l'édition de billets ou la réservation de places, etc."
BE,Nace2003-3001004,"la fabrication d'autres machines et appareils de bureau: machines à imprimer les adresses, à trier, compter ou encartoucher la monnaie,distributeurs de billets,machines pour le triage et la mise sous"
BE,Nace2003-3002,Fabrication d'ordinateurs et d'autres équipements informatiques
BE,Nace2003-30020,Fabrication d'ordinateurs et d'autres équipements informatiques
BE,Nace2003-3002001,"la fabrication de machines automatiques de traitement de l'information, y compris les micro-ordinateurs et les machines pour le traitement des textes: unités centrales, interfaces, consoles, machines"
BE,Nace2003-3002002,"la fabrication d'unités périphériques: imprimantes, terminaux, etc.; lecteurs magnétiques ou optiques, machines de mise d'informations sur support sous forme codée"
BE,Nace2003-3002003,l'isolation intérieure des boîtiers d'ordinateurs
BE,Nace2003-31,Fabrication de machines et appareils électriques
BE,Nace2003-311,"Fabrication de moteurs, génératrices et transformateurs électriques"
BE,Nace2003-3110,"Fabrication de moteurs, génératrices et transformateurs électriques"
BE,Nace2003-31100,"Fabrication de moteurs, génératrices et transformateurs électriques"
BE,Nace2003-3110001,la fabrication de moteurs à courant alternatif
BE,Nace2003-3110002,la fabrication de machines génératrices à courant alternatif
BE,Nace2003-3110003,la fabrication de moteurs universels (courant alternatif/ courant continu)
BE,Nace2003-3110004,la fabrication de moteurs ou de machines génératrices à courant continu
BE,Nace2003-3110005,la fabrication de groupes électrogènes à courant alternatif ou à courant continu
BE,Nace2003-3110006,la fabrication de convertisseurs électriques rotatifs ou statiques
BE,Nace2003-3110007,la fabrication de transformateurs électriques
BE,Nace2003-3110008,le rebobinage d'électromoteurs et de transformateurs
BE,Nace2003-3110009,la fabrication de panneaux électriques pour la récupération de chaleur solaire
BE,Nace2003-312,Fabrication de matériel de distribution et de commande électrique
BE,Nace2003-3120,Fabrication de matériel de distribution et de commande électrique
BE,Nace2003-31200,Fabrication de matériel de distribution et de commande électrique
BE,Nace2003-3120001,"la fabrication d'appareillages pour la coupure,le sectionment,la protection,le branchement,le raccordement ou la connexion des circuits électriques: interrupteurs,commutateurs, coupe-circuits,parafoud"
BE,Nace2003-3120002,"la fabrication de tableaux, panneaux, consoles,pupitres, d'armoires et d'autres supports pour la commande ou la distribution électrique"
BE,Nace2003-313,Fabrication de fils et câbles isolés
BE,Nace2003-3130,Fabrication de fils et câbles isolés
BE,Nace2003-31300,Fabrication de fils et câbles isolés
BE,Nace2003-3130001,"la fabrication de fils, de câbles, de bandes et d'autres conducteurs isolés, munis ou non de pièces de connexion"
BE,Nace2003-3130002,"la fabrication de câbles de fibres optiques pour la transmision de données codées: télécommunication, vidéo, données informatiques, surveillance, etc."
BE,Nace2003-314,Fabrication d'accumulateurs et de piles électriques
BE,Nace2003-3140,Fabrication d'accumulateurs et de piles électriques
BE,Nace2003-31400,Fabrication d'accumulateurs et de piles électriques
BE,Nace2003-3140001,"la fabrication de piles et de batteries de piles électriques, y compris les batteries pour véhicules à moteur"
BE,Nace2003-3140002,la fabrication d'accumulateurs électriques et de parties de ces appareils
BE,Nace2003-315,Fabrication de lampes et d'appareils d'éclairage
BE,Nace2003-3150,Fabrication de lampes et d'appareils d'éclairage
BE,Nace2003-31501,Fabrication de lampes
BE,Nace2003-3150101,la fabrication de lampes et de tubes électriques à incandescence ou à décharge
BE,Nace2003-3150102,la fabrication de lampes à arc
BE,Nace2003-3150103,la fabrication de lampes et de tubes à rayons ultra-violets ou infra-rouges
BE,Nace2003-3150104,la fabrication de lampes-éclair et de cubes-éclair pour la photographie
BE,Nace2003-31502,Fabrication d'appareils d'éclairage
BE,Nace2003-3150201,"la fabrication de lustres, de lampes de bureau, de lampes de chevet ou de lampadaires d'intérieur, même non électriques"
BE,Nace2003-3150202,la fabrication de lampes électriques portatives
BE,Nace2003-3150203,"la fabrication de lampes-réclames, d'enseignes lumineuses, de plaques indicatrices lumineuses, etc."
BE,Nace2003-3150204,la fabrication de projecteurs
BE,Nace2003-3150205,la fabrication d'appareils d'éclairage extérieur et d'éclairage des voies publiques
BE,Nace2003-3150206,la fabrication de guirlandes électriques de types utilisés pour la décoration des arbres de Noël
BE,Nace2003-3150207,la fabrication d'appareils d'éclairage non électriques
BE,Nace2003-316,Fabrication d'autres matériels électriques
BE,Nace2003-3161,Fabrication de matériels électriques pour moteurs et véhicules
BE,Nace2003-31610,Fabrication de matériels électriques pour moteurs et véhicules
BE,Nace2003-3161001,"la fabrication d'appareils et de dispositifs électriques d'allumage ou de démarrage pour moteurs à combustion interne: magnétos, dynamos-magnétos, bobines d'allumage, bougies, démarreurs, génératrices"
BE,Nace2003-3161002,"la fabrication d'appareils électriques d'éclairage ou de signalisation acoustique ou visuelle pour les cycles, les motocycles ou les automobiles: phares, feux tournants, avertisseurs sonores, sirènes,"
BE,Nace2003-3161003,la fabrication de jeux de fils
BE,Nace2003-3161004,"la fabrication d'essuie-glaces, de dégivreurs et de dispositifs électriques anti-buée, etc."
BE,Nace2003-3161005,la fabrication de dynamos et d'appareils d'éclairage pour cycles
BE,Nace2003-3162,Fabrication d'autres matériels électriques n.d.a.
BE,Nace2003-31621,Fabrication d'appareils électriques de signalisation et d'alarme
BE,Nace2003-3162101,"la fabrication d'appareils électriques de signalisation, de sécurité, de contrôle ou de commande pour voies routières, pour voies ferrées, pour voies fluviales et installations portuaires et pour aéro"
BE,Nace2003-3162102,"la fabrication d'autres appareils électriques de signalisation acoustique ou visuelle: sonneries, sirènes, tableaux annonciateurs, appareils avertisseurs pour la protection contre le vol ou l'incendie"
BE,Nace2003-31622,Fabrication de matériel électromagnétique industriel
BE,Nace2003-3162201,"la fabrication d'électro-aimants,y compris les plateaux, mandrins et dispositifs magnétiques ou électromagnétiques similaires, les embrayages, freins, accouplements, variateurs de vitesse et têtes de"
BE,Nace2003-31623,Fabrication d'autres matériels électriques n.d.a.
BE,Nace2003-3162301,"la fabrication de pièces isolantes pour machines, appareils et installations électriques."
BE,Nace2003-3162302,la fabrication d'isolateurs pour l'électricité  et de pièces isolantes
BE,Nace2003-3162303,"la fabrication de tubes isolateurs et de leurs pièces de raccordement, en métaux communs, isolés intérieurement"
BE,Nace2003-3162304,la fabrication d'électrodes en charbon ou graphite
BE,Nace2003-3162305,la fabrication de bancs et ciels solaires et autres appareils de bronzage
BE,Nace2003-3162306,"la fabrication d'autres machines et appareils électriques: accélérateurs de particules, générateurs de signaux, détecteurs de mines, détonateurs électriques, etc."
BE,Nace2003-32,"Fabrication d'équipements de radio, télévision et communication"
